url,family,sources,intended_indexable,status,final_path,final_status,redirect_hops,in_sitemap,robots,canonical,canonical_is_self,title,title_length,description,description_length,h1_count,h1,h2_count,main_words,prerendered,images,images_missing_alt,images_missing_dimensions,schema_types,schema_errors,inbound_links,outbound_links
/learn/small-business-electricity-rates,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/small-business-electricity-rates,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/small-business-electricity-rates,true,Small Business Electricity Rates | Electric Scouts,50,"How small business electricity is priced, why quotes vary by load profile, and what to prepare before requesting supplier quotes.",129,1,Small Business Electricity Rates: How to Cut Costs,9,1252,true,0,0,0,Organization WebSite BreadcrumbList Article,,6,61
/learn/smart-thermostat-savings,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/smart-thermostat-savings,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/smart-thermostat-savings,true,Smart Thermostat Savings Explained | Electric Scouts,52,"What smart thermostats actually change about heating and cooling costs, and the conditions under which the hardware pays for itself.",132,1,Smart Thermostat Savings: How Much Can You Really Save?,13,1316,true,0,0,0,Organization WebSite BreadcrumbList Article,,5,54
/learn/solar-vs-traditional-electricity-cost,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/solar-vs-traditional-electricity-cost,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/solar-vs-traditional-electricity-cost,true,Solar vs Electricity Cost: 2026 Comparison | Electric Scouts,60,"Is solar energy cheaper than traditional electricity? Our 2026 cost comparison breaks down solar panel savings, long-term value, and helps you decide.",150,1,Solar Energy vs Traditional Electricity: Complete Cost Comparison 2026,9,722,true,0,0,0,Organization WebSite BreadcrumbList Article,,10,52
/learn/summer-electricity-bills,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/summer-electricity-bills,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/summer-electricity-bills,true,How to Lower Your Summer Electricity Bill | Electric Scouts,59,"Why summer bills spike, which changes actually reduce cooling load, and how plan choice affects what you pay in the peak months.",128,1,Summer Electricity Bills: How to Keep Costs Down in 2026,10,1099,true,0,0,0,Organization WebSite BreadcrumbList Article,,4,66
/learn/texas-bill-credit-electricity-plans,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-bill-credit-electricity-plans,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-bill-credit-electricity-plans,true,Texas Bill Credit Electricity Plans | Electric Scouts,53,Bill credit plans hand back a fixed sum if you cross a usage threshold. Why they look cheap on paper and what happens in the months you fall short.,147,1,Texas Bill Credit Electricity Plans: How Usage Thresholds Work,10,1739,true,0,0,0,Organization WebSite BreadcrumbList Article,,7,49
/learn/texas-cities-without-electricity-choice,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-cities-without-electricity-choice,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-cities-without-electricity-choice,true,Texas Cities Without Electricity Choice | Electric Scouts,57,"Austin, San Antonio, El Paso and much of rural Texas sit outside retail choice. Which parts of the state cannot switch electricity providers, and why.",150,1,Texas Cities Where You Cannot Choose Your Electricity Provider,10,1743,true,0,0,0,Organization WebSite BreadcrumbList Article,,9,50
/learn/texas-commercial-electricity-rates,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-commercial-electricity-rates,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-commercial-electricity-rates,true,Texas Commercial Electricity Rates & 4CP | Electric Scouts,58,"How Texas business electricity is priced: demand charges, load factor, 4CP transmission cost allocation, and why a commercial rate is quoted not listed.",152,1,"Texas Commercial Electricity Rates: Contracts, Demand Charges and 4CP",10,1744,true,0,0,0,Organization WebSite BreadcrumbList Article,,9,51
/learn/texas-electricity-early-termination-fee,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-electricity-early-termination-fee,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-early-termination-fee,true,Texas Electricity Early Termination Fees | Electric Scouts,58,"What an early termination fee is on a Texas plan, the moving exemption, the end-of-contract switching window, and how to leave without paying one.",146,1,Texas Electricity Early Termination Fees: When You Pay and When You Do Not,11,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,6,48
/learn/texas-electricity-facts-label,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-electricity-facts-label,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-facts-label,true,Texas Electricity Facts Label (EFL) Guide | Electric Scouts,59,"Texas retailers must publish an Electricity Facts Label for every plan. How to read the three usage prices, the fees behind them, and the contract term.",152,1,How to Read a Texas Electricity Facts Label (EFL),11,1741,true,0,0,0,Organization WebSite BreadcrumbList Article,,9,51
/learn/texas-electricity-rates-guide,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-electricity-rates-guide,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-rates-guide,true,Texas Electricity Rates Guide | Electric Scouts,47,"How the Texas retail electricity market works, how to read an EFL, and how to compare Texas plans without getting caught by teaser rates.",137,1,Texas Electricity Rates Guide 2026: Everything You Need to Know,14,1384,true,0,0,0,Organization WebSite BreadcrumbList Article,,8,55
/learn/texas-low-usage-electricity-plans,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-low-usage-electricity-plans,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-low-usage-electricity-plans,true,Low-Usage Electricity Plans in Texas | Electric Scouts,54,"Texas plans are advertised at 1,000 kWh. Use less and that rate is not your rate. How base charges, bill credits and the 500 kWh EFL row decide your bill.",154,1,Texas Electricity Plans for Low-Usage Homes: Read the 500 kWh Row,10,1755,true,0,0,0,Organization WebSite BreadcrumbList Article,,8,51
/learn/texas-renewable-electricity-plans,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-renewable-electricity-plans,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-renewable-electricity-plans,true,100% Renewable Electricity Plans in Texas | Electric Scouts,59,"What a 100% renewable Texas electricity plan actually buys, how RECs are retired and certified, and why green plans are not automatically priced higher.",152,1,100% Renewable Electricity Plans in Texas: What a Green Plan Actually Buys,11,1711,true,0,0,0,Organization WebSite BreadcrumbList Article,,3,48
/learn/texas-tdu-delivery-charges,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/texas-tdu-delivery-charges,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-tdu-delivery-charges,true,Texas TDU Delivery Charges Explained | Electric Scouts,54,"Oncor, CenterPoint, AEP Texas and TNMP each charge to deliver your power. Why one Texas plan bills differently by city, and what no retailer can change.",152,1,Texas TDU Delivery Charges: Why the Same Plan Bills Differently by City,10,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,4,48
/learn/time-of-use-electricity-plans,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/time-of-use-electricity-plans,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/time-of-use-electricity-plans,true,Are Time-of-Use Electricity Plans Worth It?,43,"How time-of-use pricing works, who benefits from shifting usage off-peak, and when a flat rate is the safer choice.",115,1,Time-of-Use Electricity Plans: Are They Worth It?,12,1407,true,0,0,0,Organization WebSite BreadcrumbList Article,,5,62
/learn/txu-vs-reliant-which-is-better,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/txu-vs-reliant-which-is-better,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/txu-vs-reliant-which-is-better,true,TXU vs Reliant: Which Texas Provider Wins? | Electric Scouts,60,"Compare TXU Energy and Reliant Energy on plan types, contract terms and fees, and work out which one suits your household usage.",128,1,TXU Energy vs Reliant Energy 2026: Which Texas Provider is Better?,14,1348,true,0,0,0,Organization WebSite BreadcrumbList Article,,9,56
/learn/warwick-ri-electricity-rates,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/warwick-ri-electricity-rates,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/warwick-ri-electricity-rates,true,Warwick RI: Suppliers vs Rhode Island Energy,44,"Compare Warwick electricity suppliers against Rhode Island Energy last resort service, with local context for Kent County.",122,1,Warwick RI Electricity Rates: Kent County Guide,13,1784,true,0,0,0,Organization WebSite BreadcrumbList Article,,7,57
/learn/what-is-a-kwh,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/what-is-a-kwh,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/what-is-a-kwh,true,What Is a kWh? Kilowatt Hour Explained | Electric Scouts,56,"What a kilowatt hour measures, how it turns into the number on your bill, and how to sanity-check your own household usage.",123,1,What Is a kWh? Understanding Your Electricity Usage,11,1311,true,0,0,0,Organization WebSite BreadcrumbList Article,,5,54
/learn/why-texas-electric-bill-so-high,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/why-texas-electric-bill-so-high,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/why-texas-electric-bill-so-high,true,Why Is My Texas Electric Bill So High? | Electric Scouts,56,"Your Texas electric bill jumped. Work through it in order: usage, an expired contract, variable pricing, bill credit thresholds and delivery charges.",149,1,Why Is My Texas Electric Bill So High? Diagnose It in Order,11,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,4,48
/learn/winter-heating-costs-electric-vs-gas,article,registry:article sitemap redirect-target internal-link canonical-target served-file,true,200,/learn/winter-heating-costs-electric-vs-gas,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/winter-heating-costs-electric-vs-gas,true,Winter Heating Costs: Electric vs Gas vs Heat Pump,50,"Compare winter heating costs across electric resistance, natural gas and heat pumps, and see which is cheapest to run where you live.",133,1,Winter Heating Costs 2026: Electric Heat vs Gas vs Heat Pump,11,1592,true,0,0,0,Organization WebSite BreadcrumbList Article,,8,59
/learning-center,static,registry:static sitemap redirect-target internal-link canonical-target served-file,true,200,/learning-center,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learning-center,true,Electricity Guides and Tips | Electric Scouts,45,"Practical guides on how electricity markets work, how to read a bill and what to check before signing a contract — written for people switching supplier.",153,1,Learning Center: Electricity Guides and Tips,2,822,true,0,0,0,Organization WebSite BreadcrumbList,,345,120
/learningcenter,redirect,redirect-source,false,301,/learning-center,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learning-center,false,Electricity Guides and Tips | Electric Scouts,45,"Practical guides on how electricity markets work, how to read a bill and what to check before signing a contract — written for people switching supplier.",153,1,Learning Center: Electricity Guides and Tips,2,822,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/LearningCenter,redirect,redirect-source,false,301,/learning-center,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learning-center,false,Electricity Guides and Tips | Electric Scouts,45,"Practical guides on how electricity markets work, how to read a bill and what to check before signing a contract — written for people switching supplier.",153,1,Learning Center: Electricity Guides and Tips,2,822,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/maine-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/maine-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maine-electricity,true,Maine Electricity Rates & Providers | Electric Scouts,53,"Compare 20 Maine electricity plans from 11 suppliers, 9.4¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",132,1,Maine Electricity Rates and Providers,10,643,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,68
/maineelectricity,redirect,redirect-source,false,301,/maine-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maine-electricity,false,Maine Electricity Rates & Providers | Electric Scouts,53,"Compare 20 Maine electricity plans from 11 suppliers, 9.4¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",132,1,Maine Electricity Rates and Providers,10,643,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/MaineElectricity,redirect,redirect-source,false,301,/maine-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maine-electricity,false,Maine Electricity Rates & Providers | Electric Scouts,53,"Compare 20 Maine electricity plans from 11 suppliers, 9.4¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",132,1,Maine Electricity Rates and Providers,10,643,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/maryland-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/maryland-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maryland-electricity,true,Maryland Electricity Rates & Providers | Electric Scouts,56,"Compare 26 Maryland electricity plans from 17 suppliers, 8.4¢/kWh–13.49¢/kWh. Rates by city, renewable options and how switching works.",135,1,Maryland Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,86
/marylandelectricity,redirect,redirect-source,false,301,/maryland-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maryland-electricity,false,Maryland Electricity Rates & Providers | Electric Scouts,56,"Compare 26 Maryland electricity plans from 17 suppliers, 8.4¢/kWh–13.49¢/kWh. Rates by city, renewable options and how switching works.",135,1,Maryland Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/MarylandElectricity,redirect,redirect-source,false,301,/maryland-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/maryland-electricity,false,Maryland Electricity Rates & Providers | Electric Scouts,56,"Compare 26 Maryland electricity plans from 17 suppliers, 8.4¢/kWh–13.49¢/kWh. Rates by city, renewable options and how switching works.",135,1,Maryland Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/massachusetts-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/massachusetts-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/massachusetts-electricity,true,Massachusetts Electricity Rates & Providers,43,"Compare 23 Massachusetts electricity plans from 15 suppliers, 10.5¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",141,1,Massachusetts Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,84
/massachusettselectricity,redirect,redirect-source,false,301,/massachusetts-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/massachusetts-electricity,false,Massachusetts Electricity Rates & Providers,43,"Compare 23 Massachusetts electricity plans from 15 suppliers, 10.5¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",141,1,Massachusetts Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/MassachusettsElectricity,redirect,redirect-source,false,301,/massachusetts-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/massachusetts-electricity,false,Massachusetts Electricity Rates & Providers,43,"Compare 23 Massachusetts electricity plans from 15 suppliers, 10.5¢/kWh–16.49¢/kWh. Rates by city, renewable options and how switching works.",141,1,Massachusetts Electricity Rates and Providers,10,722,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/new-hampshire-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/new-hampshire-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-hampshire-electricity,true,New Hampshire Electricity Rates & Providers,43,"Compare 21 New Hampshire electricity plans from 11 suppliers, 9.3¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",140,1,New Hampshire Electricity Rates and Providers,10,691,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,72
/new-jersey-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/new-jersey-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-jersey-electricity,true,New Jersey Electricity Rates & Providers | Electric Scouts,58,"Compare 28 New Jersey electricity plans from 18 suppliers, 7.9¢/kWh–13.99¢/kWh. Rates by city, renewable options and how switching works.",137,1,New Jersey Electricity Rates and Providers,10,769,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,88
/new-york-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/new-york-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-york-electricity,true,New York Electricity Rates & Providers | Electric Scouts,56,"Compare 27 New York electricity plans from 17 suppliers, 8.5¢/kWh–12.99¢/kWh. Rates by city, renewable options and how switching works.",135,1,New York Electricity Rates and Providers,10,741,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,89
/newhampshireelectricity,redirect,redirect-source,false,301,/new-hampshire-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-hampshire-electricity,false,New Hampshire Electricity Rates & Providers,43,"Compare 21 New Hampshire electricity plans from 11 suppliers, 9.3¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",140,1,New Hampshire Electricity Rates and Providers,10,691,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/NewHampshireElectricity,redirect,redirect-source,false,301,/new-hampshire-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-hampshire-electricity,false,New Hampshire Electricity Rates & Providers,43,"Compare 21 New Hampshire electricity plans from 11 suppliers, 9.3¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",140,1,New Hampshire Electricity Rates and Providers,10,691,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/newjerseyelectricity,redirect,redirect-source,false,301,/new-jersey-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-jersey-electricity,false,New Jersey Electricity Rates & Providers | Electric Scouts,58,"Compare 28 New Jersey electricity plans from 18 suppliers, 7.9¢/kWh–13.99¢/kWh. Rates by city, renewable options and how switching works.",137,1,New Jersey Electricity Rates and Providers,10,769,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/NewJerseyElectricity,redirect,redirect-source,false,301,/new-jersey-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-jersey-electricity,false,New Jersey Electricity Rates & Providers | Electric Scouts,58,"Compare 28 New Jersey electricity plans from 18 suppliers, 7.9¢/kWh–13.99¢/kWh. Rates by city, renewable options and how switching works.",137,1,New Jersey Electricity Rates and Providers,10,769,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/newyorkelectricity,redirect,redirect-source,false,301,/new-york-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-york-electricity,false,New York Electricity Rates & Providers | Electric Scouts,56,"Compare 27 New York electricity plans from 17 suppliers, 8.5¢/kWh–12.99¢/kWh. Rates by city, renewable options and how switching works.",135,1,New York Electricity Rates and Providers,10,741,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/NewYorkElectricity,redirect,redirect-source,false,301,/new-york-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/new-york-electricity,false,New York Electricity Rates & Providers | Electric Scouts,56,"Compare 27 New York electricity plans from 17 suppliers, 8.5¢/kWh–12.99¢/kWh. Rates by city, renewable options and how switching works.",135,1,New York Electricity Rates and Providers,10,741,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/not-found,noindex,registry:noindex redirect-target canonical-target served-file,false,200,/not-found,200,0,false,"noindex, follow",https://www.electricscouts.com/not-found,true,Page Not Found | Electric Scouts,32,,0,1,Page Not Found | Electric Scouts,0,6,true,0,0,0,Organization WebSite BreadcrumbList,,0,32
/notfound,redirect,redirect-source,false,301,/not-found,200,1,false,"noindex, follow",https://www.electricscouts.com/not-found,false,Page Not Found | Electric Scouts,32,,0,1,Page Not Found | Electric Scouts,0,6,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/NotFound,redirect,redirect-source,false,301,/not-found,200,1,false,"noindex, follow",https://www.electricscouts.com/not-found,false,Page Not Found | Electric Scouts,32,,0,1,Page Not Found | Electric Scouts,0,6,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/ohio-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/ohio-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/ohio-electricity,true,Ohio Electricity Rates & Providers | Electric Scouts,52,"Compare 27 Ohio electricity plans from 13 suppliers, 6.2¢/kWh–9.5¢/kWh. Rates by city, renewable options and how switching works.",129,1,Ohio Electricity Rates and Providers,10,713,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,84
/ohioelectricity,redirect,redirect-source,false,301,/ohio-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/ohio-electricity,false,Ohio Electricity Rates & Providers | Electric Scouts,52,"Compare 27 Ohio electricity plans from 13 suppliers, 6.2¢/kWh–9.5¢/kWh. Rates by city, renewable options and how switching works.",129,1,Ohio Electricity Rates and Providers,10,713,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/OhioElectricity,redirect,redirect-source,false,301,/ohio-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/ohio-electricity,false,Ohio Electricity Rates & Providers | Electric Scouts,52,"Compare 27 Ohio electricity plans from 13 suppliers, 6.2¢/kWh–9.5¢/kWh. Rates by city, renewable options and how switching works.",129,1,Ohio Electricity Rates and Providers,10,713,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/pennsylvania-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/pennsylvania-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/pennsylvania-electricity,true,Pennsylvania Electricity Rates & Providers | Electric Scouts,60,"Compare 28 Pennsylvania electricity plans from 15 suppliers, 7.5¢/kWh–10.99¢/kWh. Rates by city, renewable options and how switching works.",139,1,Pennsylvania Electricity Rates and Providers,10,733,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,87
/pennsylvaniaelectricity,redirect,redirect-source,false,301,/pennsylvania-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/pennsylvania-electricity,false,Pennsylvania Electricity Rates & Providers | Electric Scouts,60,"Compare 28 Pennsylvania electricity plans from 15 suppliers, 7.5¢/kWh–10.99¢/kWh. Rates by city, renewable options and how switching works.",139,1,Pennsylvania Electricity Rates and Providers,10,733,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/PennsylvaniaElectricity,redirect,redirect-source,false,301,/pennsylvania-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/pennsylvania-electricity,false,Pennsylvania Electricity Rates & Providers | Electric Scouts,60,"Compare 28 Pennsylvania electricity plans from 15 suppliers, 7.5¢/kWh–10.99¢/kWh. Rates by city, renewable options and how switching works.",139,1,Pennsylvania Electricity Rates and Providers,10,733,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/privacy-policy,static,registry:static sitemap redirect-target internal-link canonical-target served-file,true,200,/privacy-policy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/privacy-policy,true,Privacy Policy | Electric Scouts,32,"How Electric Scouts collects, uses and protects your information when you compare electricity plans. We do not sell your personal information.",142,1,Privacy Policy,3,188,true,0,0,0,Organization WebSite BreadcrumbList,,345,32
/privacypolicy,redirect,redirect-source,false,301,/privacy-policy,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/privacy-policy,false,Privacy Policy | Electric Scouts,32,"How Electric Scouts collects, uses and protects your information when you compare electricity plans. We do not sell your personal information.",142,1,Privacy Policy,3,188,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/PrivacyPolicy,redirect,redirect-source,false,301,/privacy-policy,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/privacy-policy,false,Privacy Policy | Electric Scouts,32,"How Electric Scouts collects, uses and protects your information when you compare electricity plans. We do not sell your personal information.",142,1,Privacy Policy,3,188,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/provider-details,noindex,registry:noindex redirect-target canonical-target served-file,false,200,/provider-details,200,0,false,"noindex, follow",https://www.electricscouts.com/provider-details,true,Electricity Providers | Electric Scouts,39,,0,1,Electricity Providers | Electric Scouts,0,5,true,0,0,0,Organization WebSite BreadcrumbList,,0,32
/providerdetails,redirect,redirect-source,false,301,/provider-details,200,1,false,"noindex, follow",https://www.electricscouts.com/provider-details,false,Electricity Providers | Electric Scouts,39,,0,1,Electricity Providers | Electric Scouts,0,5,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/ProviderDetails,redirect,redirect-source,false,301,/provider-details,200,1,false,"noindex, follow",https://www.electricscouts.com/provider-details,false,Electricity Providers | Electric Scouts,39,,0,1,Electricity Providers | Electric Scouts,0,5,true,0,0,0,Organization WebSite BreadcrumbList,,0,0
/providers/ambit-energy,provider,registry:provider sitemap internal-link canonical-target served-file,true,200,/providers/ambit-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/providers/ambit-energy,true,Ambit Energy Electricity Plans & Rates | Electric Scouts,56,"Compare 5 Ambit Energy electricity plans in 5 states from 9.49¢/kWh to 19.7¢/kWh. Contract terms, renewable options and where they serve.",137,1,Ambit Energy Electricity Plans and Rates,8,505,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,19,57
